a,video_id,author,likes,published,updated,text,teks_new,teks_new_lower,"sentimen (1 negatif, 2 netral, 3 positif)"
UgxU2nRQl6M3Iu9Hiut4AaABAg,dPkXZ3Daxh0,@ayikarifin5707,0,2025-02-08T11:52:53Z,2025-02-08T11:52:53Z,"Makanya kemaren mulyono mau nambah dilarang, kan bisa nambah utang yg banyak lagi","Makanya kemaren mulyono mau nambah dilarang, kan bisa nambah utang yg banyak lagi","makanya kemaren mulyono mau nambah dilarang, kan bisa nambah utang yg banyak lagi",1
UgyjCC2kN7vu7a6McGl4AaABAg,dPkXZ3Daxh0,@Jalanin_Aza,0,2025-02-08T11:52:28Z,2025-02-08T11:52:28Z,"Kalau jemputan dan makan siang sie setuju aja, karena PNS/ASN daerah juga ga ada, boro boro makan siang, brgkt aja pakai kendaraan sensiri, makan bawa bekel sendiri 😂","Kalau jemputan dan makan siang sie setuju aja, karena PNS/ASN daerah juga ga ada, boro boro makan siang, brgkt aja pakai kendaraan sensiri, makan bawa bekel sendiri ","kalau jemputan dan makan siang sie setuju aja, karena pns/asn daerah juga ga ada, boro boro makan siang, brgkt aja pakai kendaraan sensiri, makan bawa bekel sendiri ",1
Ugx3mmAJ2XtbpywWUfd4AaABAg,dPkXZ3Daxh0,@MohMauludin-zt6by,0,2025-02-08T11:52:00Z,2025-02-08T11:52:00Z,Media harusnya bersumber pada konferensi pers bukan naratif karangan semata..ngak adil dong buat pemerintah kalau setiap hari mengeluarkan statmen2 tentang kebijakan contoh kenaikan ppn 12% yg sudah di sahkan presiden besoknya muncul naratif2 karangan bahawa ppn 12% tidak jadi naik..lama2 melihat berita anda rakyat seperti saya jd tambah tolol,Media harusnya bersumber pada konferensi pers bukan naratif karangan semata..ngak adil dong buat pemerintah kalau setiap hari mengeluarkan statmen2 tentang kebijakan contoh kenaikan ppn 12% yg sudah di sahkan presiden besoknya muncul naratif2 karangan bahawa ppn 12% tidak jadi naik..lama2 melihat berita anda rakyat seperti saya jd tambah tolol,media harusnya bersumber pada konferensi pers bukan naratif karangan semata..ngak adil dong buat pemerintah kalau setiap hari mengeluarkan statmen2 tentang kebijakan contoh kenaikan ppn 12% yg sudah di sahkan presiden besoknya muncul naratif2 karangan bahawa ppn 12% tidak jadi naik..lama2 melihat berita anda rakyat seperti saya jd tambah tolol,1
UgxYsruEId24MPXdH1h4AaABAg,dPkXZ3Daxh0,@RidwanIchsan-m2l,0,2025-02-08T11:49:59Z,2025-02-08T11:49:59Z,"Sudah indikasi negara akan bangkrut, inflasi naik, harga sembako akan naik...cuma harga diri pemerintah yang nyungsep","Sudah indikasi negara akan bangkrut, inflasi naik, harga sembako akan naik...cuma harga diri pemerintah yang nyungsep","sudah indikasi negara akan bangkrut, inflasi naik, harga sembako akan naik...cuma harga diri pemerintah yang nyungsep",1
UgzKIEsipMKsC1co6Th4AaABAg,dPkXZ3Daxh0,@Mitrotvdesa,0,2025-02-08T11:49:52Z,2025-02-08T11:49:52Z,Ok gas ok gas,Ok gas ok gas,ok gas ok gas,1
Ugw4OBDgMO2LtHcZDRp4AaABAg,dPkXZ3Daxh0,@teguhpras_ojo2700,0,2025-02-08T11:49:33Z,2025-02-08T11:49:33Z,Ka cicha kurusan ya..Apa karena pemotongan anggaran nih. 😅😅😅,Ka cicha kurusan ya..Apa karena pemotongan anggaran nih. ,ka cicha kurusan ya..apa karena pemotongan anggaran nih. ,2
UgyxksgejtVryivMZXB4AaABAg,dPkXZ3Daxh0,@redaksijabariber8587,0,2025-02-08T11:49:13Z,2025-02-08T11:49:13Z,Kok pada ketawa? Apa yg lucu?,Kok pada ketawa? Apa yg lucu?,kok pada ketawa? apa yg lucu?,2
Ugwx0b7wdPT4bo9622B4AaABAg,dPkXZ3Daxh0,@habteng-nf6ed,0,2025-02-08T11:49:09Z,2025-02-08T11:49:09Z,04:40 emang makan siang gratis itu buat PNS ya?,04:40 emang makan siang gratis itu buat PNS ya?,04:40 emang makan siang gratis itu buat pns ya?,1
UgwZwmyLbYADBq07phR4AaABAg,dPkXZ3Daxh0,@mryanse2770,0,2025-02-08T11:48:05Z,2025-02-08T11:48:05Z,Ekonomi sulit tapi Gaya elit,Ekonomi sulit tapi Gaya elit,ekonomi sulit tapi gaya elit,1
UgwR19e5x1x26eXDa054AaABAg,dPkXZ3Daxh0,@YeriHezron,0,2025-02-08T11:47:40Z,2025-02-08T11:47:40Z,"Anak2 abah.. Karena ngak ngasih jatah, akhirnya jadi pembenci..... Dasar ngak benerbobot lu.. 😅😅😅😂😂","Anak2 abah.. Karena ngak ngasih jatah, akhirnya jadi pembenci..... Dasar ngak benerbobot lu.. ","anak2 abah.. karena ngak ngasih jatah, akhirnya jadi pembenci..... dasar ngak benerbobot lu.. ",1
UgxsZGqhWKBlAlxaXOd4AaABAg,dPkXZ3Daxh0,@JoutjeKaunang,0,2025-02-08T11:47:26Z,2025-02-08T11:47:26Z,Korban Rakyat . Dipotong Anggaran karena APBN Sdh Dipakai Jokowi Di “ IKN “,"Korban Rakyat . Dipotong Anggaran karena APBN Sdh Dipakai Jokowi Di "" IKN ""","korban rakyat . dipotong anggaran karena apbn sdh dipakai jokowi di "" ikn """,1
Ugx9RhmP9OOoOliFEol4AaABAg,dPkXZ3Daxh0,@3rif1857,0,2025-02-08T11:47:05Z,2025-02-08T11:47:05Z,Coba cek kekayaan detail semua yg mantan maupun yg masih jabat semua.. klo ada hasil yg abu2 di tarik ke kas negara .. daripada pake rompi  orange .. Ingat Saudi membagun gencar setelah MBS mengumpulkan semua pangeran / pejabat ..,Coba cek kekayaan detail semua yg mantan maupun yg masih jabat semua.. klo ada hasil yg abu2 di tarik ke kas negara .. daripada pake rompi  orange .. Ingat Saudi membagun gencar setelah MBS mengumpulkan semua pangeran / pejabat ..,coba cek kekayaan detail semua yg mantan maupun yg masih jabat semua.. klo ada hasil yg abu2 di tarik ke kas negara .. daripada pake rompi  orange .. ingat saudi membagun gencar setelah mbs mengumpulkan semua pangeran / pejabat ..,2
UgxdobTZfp-DsixZHLt4AaABAg,dPkXZ3Daxh0,@djara59cons81,0,2025-02-08T11:45:22Z,2025-02-08T11:45:22Z,Pemerintah sekaranv kepala sakit harus membayar utang Luar negeri dlam jumlah yang besar yanb dilakukan Presiden yanb sebelumnyanya.,Pemerintah sekaranv kepala sakit harus membayar utang Luar negeri dlam jumlah yang besar yanb dilakukan Presiden yanb sebelumnyanya.,pemerintah sekaranv kepala sakit harus membayar utang luar negeri dlam jumlah yang besar yanb dilakukan presiden yanb sebelumnyanya.,2
Ugy52GTecOPl8U3TxeB4AaABAg,dPkXZ3Daxh0,@hamdanmuafi3193,0,2025-02-08T11:44:58Z,2025-02-08T11:44:58Z,12,12,12,2
UgzvayoCp7UmCNv0_UR4AaABAg,dPkXZ3Daxh0,@MatheusBustianus,0,2025-02-08T11:44:41Z,2025-02-08T11:44:41Z,Presidennya bukan si Wowo tapi Hasyim si omon omon,Presidennya bukan si Wowo tapi Hasyim si omon omon,presidennya bukan si wowo tapi hasyim si omon omon,1
UgzvZhN1X2XD_AlJKCd4AaABAg,dPkXZ3Daxh0,@mcael.hanf-nk4mv,0,2025-02-08T11:43:51Z,2025-02-08T11:43:51Z,Cb prabowo potong anggaran polri yg mencapai 120 t lebih polisi nggk ada prestasiny potong hingga 7o persen,Cb prabowo potong anggaran polri yg mencapai 120 t lebih polisi nggk ada prestasiny potong hingga 7o persen,cb prabowo potong anggaran polri yg mencapai 120 t lebih polisi nggk ada prestasiny potong hingga 7o persen,1
UgycNyTZzGasn9cMAJp4AaABAg,dPkXZ3Daxh0,@adminbanklogo1940,0,2025-02-08T11:43:44Z,2025-02-08T11:43:44Z,Lambat laun penunggak pajak bakal dikejar-kejar seperti maling ayam... 🤣🤣,Lambat laun penunggak pajak bakal dikejar-kejar seperti maling ayam... ,lambat laun penunggak pajak bakal dikejar-kejar seperti maling ayam... ,1
Ugz00aKsvh3Bc2E7cld4AaABAg,dPkXZ3Daxh0,@syahrulfauzi6344,0,2025-02-08T11:43:14Z,2025-02-08T11:43:14Z,terimakasih Jokowi sudah menyiapkan kehancuran negara ini sejak 2012😊😊😊,terimakasih Jokowi sudah menyiapkan kehancuran negara ini sejak 2012,terimakasih jokowi sudah menyiapkan kehancuran negara ini sejak 2012,2
UgxwuYvY8U1038aVoKN4AaABAg,dPkXZ3Daxh0,@agungmaulana3052,0,2025-02-08T11:43:03Z,2025-02-08T11:43:03Z,Busyeh HAM dpet banyak juga ya . Lah trus yang mana yang di selesai in.  Munir aja udah lama banget itu .,Busyeh HAM dpet banyak juga ya . Lah trus yang mana yang di selesai in.  Munir aja udah lama banget itu .,busyeh ham dpet banyak juga ya . lah trus yang mana yang di selesai in.  munir aja udah lama banget itu .,1
UgxmBXNW9KOGB8ZLDWl4AaABAg,dPkXZ3Daxh0,@infopakrt9060,0,2025-02-08T11:42:32Z,2025-02-08T11:42:32Z,"Prabowo, bahlil, maruarar satu kolam, omong gede tidak ada anggaran, inilah hasil dari masyarakat😢","Prabowo, bahlil, maruarar satu kolam, omong gede tidak ada anggaran, inilah hasil dari masyarakat","prabowo, bahlil, maruarar satu kolam, omong gede tidak ada anggaran, inilah hasil dari masyarakat",1
UgwB3u3y3hZqLsjfS954AaABAg,dPkXZ3Daxh0,@bimasnapnapitupulu9423,0,2025-02-08T11:41:56Z,2025-02-08T11:41:56Z,Perampingan kabinet n asn. Negara besar aja seperti usa aja merampingkan asn,Perampingan kabinet n asn. Negara besar aja seperti usa aja merampingkan asn,perampingan kabinet n asn. negara besar aja seperti usa aja merampingkan asn,1
UgyaxSBT83NF1O_qTYZ4AaABAg,dPkXZ3Daxh0,@ElsaYulian-k4p,0,2025-02-08T11:41:06Z,2025-02-08T11:41:06Z,Alhamdulilah dipotong.. Kasian tuh para penikmat duit negara😂😂😂.. Udah keluar duit gede buat pemilu.. Harusnya bikin jera tu bagi para pemburu kekuasaan yg hobi makan duit negara😊😊😊.. Mantep om bowo..,Alhamdulilah dipotong.. Kasian tuh para penikmat duit negara.. Udah keluar duit gede buat pemilu.. Harusnya bikin jera tu bagi para pemburu kekuasaan yg hobi makan duit negara.. Mantep om bowo..,alhamdulilah dipotong.. kasian tuh para penikmat duit negara.. udah keluar duit gede buat pemilu.. harusnya bikin jera tu bagi para pemburu kekuasaan yg hobi makan duit negara.. mantep om bowo..,3
UgwIcPrVuMsdSt8TpfV4AaABAg,dPkXZ3Daxh0,@idharbima7426,2,2025-02-08T11:40:50Z,2025-02-08T11:40:50Z,"Saya fens bgt, Husen, ica dan pram di bocor halus","Saya fens bgt, Husen, ica dan pram di bocor halus","saya fens bgt, husen, ica dan pram di bocor halus",2
Ugw0W-Rg1IeIJXkNSb54AaABAg,dPkXZ3Daxh0,@najibalfaruq5265,1,2025-02-08T11:39:58Z,2025-02-08T11:39:58Z,Tempo sesuai hati nurani rakyat,Tempo sesuai hati nurani rakyat,tempo sesuai hati nurani rakyat,1
UgxjtWneWIoIg4y9EQd4AaABAg,dPkXZ3Daxh0,@pakyon3631,0,2025-02-08T11:39:51Z,2025-02-08T11:39:51Z,Akibat kebijakan ini banyak honorer yang sudah mengabdi puluhan tahun dirumakan,Akibat kebijakan ini banyak honorer yang sudah mengabdi puluhan tahun dirumakan,akibat kebijakan ini banyak honorer yang sudah mengabdi puluhan tahun dirumakan,1
UgznRv89IIxUsFP7spF4AaABAg,dPkXZ3Daxh0,@prthmd5239,0,2025-02-08T11:39:42Z,2025-02-08T11:39:42Z,Cica kurusan euy,Cica kurusan euy,cica kurusan euy,2
UgwMCEfV0H5kStRFvfJ4AaABAg,dPkXZ3Daxh0,@Ketombeterbang,0,2025-02-08T11:39:41Z,2025-02-08T11:39:41Z,Ganti sri mulyani,Ganti sri mulyani,ganti sri mulyani,1
UgzfO-cJ5k8L6TDFcIp4AaABAg,dPkXZ3Daxh0,@iwanhasanuddin,0,2025-02-08T11:38:39Z,2025-02-08T11:38:39Z,"Shrsnya simultan dg pengadilan para koruptor shg dana yg dikorup dpt dikembalikan ke negara. Knp para koruptor ""jumbo"" tsb msh bebas berkeliaran?. Takut disandera?.","Shrsnya simultan dg pengadilan para koruptor shg dana yg dikorup dpt dikembalikan ke negara. Knp para koruptor ""jumbo"" tsb msh bebas berkeliaran?. Takut disandera?.","shrsnya simultan dg pengadilan para koruptor shg dana yg dikorup dpt dikembalikan ke negara. knp para koruptor ""jumbo"" tsb msh bebas berkeliaran?. takut disandera?.",1
UgyVqzinXaOgMrVsnZt4AaABAg,dPkXZ3Daxh0,@arielaundry-tl1cw,0,2025-02-08T11:37:52Z,2025-02-08T11:38:40Z,"mas abe,chairul anam. apa kabar nih,skrg glow up ya","mas abe,chairul anam. apa kabar nih,skrg glow up ya","mas abe,chairul anam. apa kabar nih,skrg glow up ya",1
Ugy-myq0-CKjEGyD6LV4AaABAg,dPkXZ3Daxh0,@TeguhHariN,0,2025-02-08T11:35:52Z,2025-02-08T11:35:52Z,Sektor transportasi dan perhotelan siap2 bobok manis...😢😢,Sektor transportasi dan perhotelan siap2 bobok manis...,sektor transportasi dan perhotelan siap2 bobok manis...,1
Ugw3f7VJtZ9U22L1VDt4AaABAg,dPkXZ3Daxh0,@riangiar1448,0,2025-02-08T11:34:37Z,2025-02-08T11:34:37Z,"seluruh rakyat indonesia tidak semiskin itu sampe harus dibayari makan siang jika orang tua atau walinya diberikan kesempatan/lapangan kerja. 

jika tidak ada orang tua/walinya, baru bisa kasih makan bergizi gratis. justifikasinya jelas. 

orang yang mampu kyknya bisa ngasih makan anaknya lebih dari 10 ribu sehari, bahkan mana mau cuma dikasih menu 10 ribu rupiah. 

1. Pembisik tim kampanye dan ahli yang membeberkan penelitian yang mengatakan anak yg diberi makan bergizi, lebih cerdas, terlalu menutup faktor lain seperti negara yang dijadikan contoh memberikan jaminan kesehatan dan kesejahteraan orang tua/wali nya. negara-negara yang dijadiin penelitian itu yang pajaknya udah tinggi, bisa sampe 20% dari pendapatan. 

2. Efisiensi tapi kabinet segendut mungkin malah memperlambat aksi. Isinya cuma koordinasi semua, sedangkan yang kerja di kebijakan dilumpuhkan anggarannya

3. Citra indonesia akan sangat buruk, Investasi asing akan ogah masuk karena setara dengan negara afrika yang kelaparan yang fokus utamanya adalah perut. 

4. Instansi di bidang keamanan dan pertahanan terjamin karena anggaran tidak dipotong, tapi yang untuk pembangunan seperti kesehatan, pendidikan dan teknologi dipangkas. Kemunduran ekonomi di depan mata. 

5. dengan turunnya government expenditure, turunnya investasi, turunnya konsumsi rumah tangga, (asumsi ekspor tumbuh sedikit dan impor anggaplah kurang dikit), pertumbuhan ekonomi negatif di depan mata.","seluruh rakyat indonesia tidak semiskin itu sampe harus dibayari makan siang jika orang tua atau walinya diberikan kesempatan/lapangan kerja. 

jika tidak ada orang tua/walinya, baru bisa kasih makan bergizi gratis. justifikasinya jelas. 

orang yang mampu kyknya bisa ngasih makan anaknya lebih dari 10 ribu sehari, bahkan mana mau cuma dikasih menu 10 ribu rupiah. 

1. Pembisik tim kampanye dan ahli yang membeberkan penelitian yang mengatakan anak yg diberi makan bergizi, lebih cerdas, terlalu menutup faktor lain seperti negara yang dijadikan contoh memberikan jaminan kesehatan dan kesejahteraan orang tua/wali nya. negara-negara yang dijadiin penelitian itu yang pajaknya udah tinggi, bisa sampe 20% dari pendapatan. 

2. Efisiensi tapi kabinet segendut mungkin malah memperlambat aksi. Isinya cuma koordinasi semua, sedangkan yang kerja di kebijakan dilumpuhkan anggarannya

3. Citra indonesia akan sangat buruk, Investasi asing akan ogah masuk karena setara dengan negara afrika yang kelaparan yang fokus utamanya adalah perut. 

4. Instansi di bidang keamanan dan pertahanan terjamin karena anggaran tidak dipotong, tapi yang untuk pembangunan seperti kesehatan, pendidikan dan teknologi dipangkas. Kemunduran ekonomi di depan mata. 

5. dengan turunnya government expenditure, turunnya investasi, turunnya konsumsi rumah tangga, (asumsi ekspor tumbuh sedikit dan impor anggaplah kurang dikit), pertumbuhan ekonomi negatif di depan mata.","seluruh rakyat indonesia tidak semiskin itu sampe harus dibayari makan siang jika orang tua atau walinya diberikan kesempatan/lapangan kerja. 

jika tidak ada orang tua/walinya, baru bisa kasih makan bergizi gratis. justifikasinya jelas. 

orang yang mampu kyknya bisa ngasih makan anaknya lebih dari 10 ribu sehari, bahkan mana mau cuma dikasih menu 10 ribu rupiah. 

1. pembisik tim kampanye dan ahli yang membeberkan penelitian yang mengatakan anak yg diberi makan bergizi, lebih cerdas, terlalu menutup faktor lain seperti negara yang dijadikan contoh memberikan jaminan kesehatan dan kesejahteraan orang tua/wali nya. negara-negara yang dijadiin penelitian itu yang pajaknya udah tinggi, bisa sampe 20% dari pendapatan. 

2. efisiensi tapi kabinet segendut mungkin malah memperlambat aksi. isinya cuma koordinasi semua, sedangkan yang kerja di kebijakan dilumpuhkan anggarannya

3. citra indonesia akan sangat buruk, investasi asing akan ogah masuk karena setara dengan negara afrika yang kelaparan yang fokus utamanya adalah perut. 

4. instansi di bidang keamanan dan pertahanan terjamin karena anggaran tidak dipotong, tapi yang untuk pembangunan seperti kesehatan, pendidikan dan teknologi dipangkas. kemunduran ekonomi di depan mata. 

5. dengan turunnya government expenditure, turunnya investasi, turunnya konsumsi rumah tangga, (asumsi ekspor tumbuh sedikit dan impor anggaplah kurang dikit), pertumbuhan ekonomi negatif di depan mata.",1
Ugxg7I2Ub7PUR6DUh314AaABAg,dPkXZ3Daxh0,@cikatheresia,0,2025-02-08T11:34:23Z,2025-02-08T11:34:23Z,"saya sendiri pro penghematan anggaran negara, seperti yang dilakukan argentina dan AS dengan DOGE. akan tetapi pertanyaannya: 

1) apakah pemangkasan anggaran ini benar2 menghasilkan total pengeluaran negara yang lebih sedikit daripada pemerintahan sebelumnya?

2) jika anggaran akan dipotong, mengapa pajak 12% (untuk barang apapun itu) masih dibutuhkan?

3) jika benar terjadi penghematan, mengapa jumlah kementerian kita bertambah?","saya sendiri pro penghematan anggaran negara, seperti yang dilakukan argentina dan AS dengan DOGE. akan tetapi pertanyaannya: 

1) apakah pemangkasan anggaran ini benar2 menghasilkan total pengeluaran negara yang lebih sedikit daripada pemerintahan sebelumnya?

2) jika anggaran akan dipotong, mengapa pajak 12% (untuk barang apapun itu) masih dibutuhkan?

3) jika benar terjadi penghematan, mengapa jumlah kementerian kita bertambah?","saya sendiri pro penghematan anggaran negara, seperti yang dilakukan argentina dan as dengan doge. akan tetapi pertanyaannya: 

1) apakah pemangkasan anggaran ini benar2 menghasilkan total pengeluaran negara yang lebih sedikit daripada pemerintahan sebelumnya?

2) jika anggaran akan dipotong, mengapa pajak 12% (untuk barang apapun itu) masih dibutuhkan?

3) jika benar terjadi penghematan, mengapa jumlah kementerian kita bertambah?",3
Ugxu9v1wTrYdm-O4hL54AaABAg,dPkXZ3Daxh0,@mradhayuda1,0,2025-02-08T11:32:52Z,2025-02-08T11:32:52Z,coba kemaren ga bikin IKN dan kereta cepat. arrrgh,coba kemaren ga bikin IKN dan kereta cepat. arrrgh,coba kemaren ga bikin ikn dan kereta cepat. arrrgh,2
UgybzZaGtb0W_Q_bYw14AaABAg,dPkXZ3Daxh0,@user-Ati3rIKMIyvO,0,2025-02-08T11:32:20Z,2025-02-08T11:32:20Z,"Sudah benar apa yang dilakukan pak Prabowo, memangkas anggaran yang potensi untuk dikorupsi dan gak ada kepentingan buat rakyat, lebih bagus lagi DPR MPR di hapus saja, mereka lah yg membuat negara ini miskin","Sudah benar apa yang dilakukan pak Prabowo, memangkas anggaran yang potensi untuk dikorupsi dan gak ada kepentingan buat rakyat, lebih bagus lagi DPR MPR di hapus saja, mereka lah yg membuat negara ini miskin","sudah benar apa yang dilakukan pak prabowo, memangkas anggaran yang potensi untuk dikorupsi dan gak ada kepentingan buat rakyat, lebih bagus lagi dpr mpr di hapus saja, mereka lah yg membuat negara ini miskin",3
UgwjpCryaMfbhUm94l94AaABAg,dPkXZ3Daxh0,@mataelang4856,0,2025-02-08T11:31:26Z,2025-02-08T11:31:26Z,Klo jadi PRESIDEN main PANGKAS...tsnpa PINTER cari INOVASI...brarti Presiden GAX PINTER DONK...RUGI DONK Punya Presiden sprti ini...,Klo jadi PRESIDEN main PANGKAS...tsnpa PINTER cari INOVASI...brarti Presiden GAX PINTER DONK...RUGI DONK Punya Presiden sprti ini...,klo jadi presiden main pangkas...tsnpa pinter cari inovasi...brarti presiden gax pinter donk...rugi donk punya presiden sprti ini...,1
Ugyegjz9dr1JqGUJMfV4AaABAg,dPkXZ3Daxh0,@xazachavizy,0,2025-02-08T11:29:39Z,2025-02-08T11:29:39Z,Waktu si Wiwi menjabat ga ada tuh lembaga yg setara dengan Presiden 🙄🙄semua dibawah Presiden 🙄,Waktu si Wiwi menjabat ga ada tuh lembaga yg setara dengan Presiden semua dibawah Presiden ,waktu si wiwi menjabat ga ada tuh lembaga yg setara dengan presiden semua dibawah presiden ,1
UgySeNknBAR1ri1Q1tp4AaABAg,dPkXZ3Daxh0,@ahwanagus7910,1,2025-02-08T11:28:40Z,2025-02-08T11:29:16Z,"Suka miris dengan orang yg komen atau ngomong kalo utang negara itu bukan kita yg bayar, termasuk makan siang gratis dianggap tidak memiliki efek domino ke nasib mereka. Anehnya sebagian rekan2 ASN ada yg masih punya mindset demikian. Sampe akhirnya ada pemotongan anggaran seperti ini. Di beberapa daerah smpai terjadi penurunan tambahan penghasilan. Udah naiknya susah, nilainya juga pas2an. Turun pula😅","Suka miris dengan orang yg komen atau ngomong kalo utang negara itu bukan kita yg bayar, termasuk makan siang gratis dianggap tidak memiliki efek domino ke nasib mereka. Anehnya sebagian rekan2 ASN ada yg masih punya mindset demikian. Sampe akhirnya ada pemotongan anggaran seperti ini. Di beberapa daerah smpai terjadi penurunan tambahan penghasilan. Udah naiknya susah, nilainya juga pas2an. Turun pula","suka miris dengan orang yg komen atau ngomong kalo utang negara itu bukan kita yg bayar, termasuk makan siang gratis dianggap tidak memiliki efek domino ke nasib mereka. anehnya sebagian rekan2 asn ada yg masih punya mindset demikian. sampe akhirnya ada pemotongan anggaran seperti ini. di beberapa daerah smpai terjadi penurunan tambahan penghasilan. udah naiknya susah, nilainya juga pas2an. turun pula",1
UgzT25TaZPwgeUEvTZx4AaABAg,dPkXZ3Daxh0,@baharwong6080,0,2025-02-08T11:28:25Z,2025-02-08T11:28:25Z,Tempo berulah lagi,Tempo berulah lagi,tempo berulah lagi,1
UgxIsCZ1opqw55UMn0t4AaABAg,dPkXZ3Daxh0,@Arismaya_,0,2025-02-08T11:28:16Z,2025-02-08T11:28:16Z,Harusnya jumlah kementerian di kurangi sampai tinggal maks 25 saja. Gaji pensiunan DPR hapus,Harusnya jumlah kementerian di kurangi sampai tinggal maks 25 saja. Gaji pensiunan DPR hapus,harusnya jumlah kementerian di kurangi sampai tinggal maks 25 saja. gaji pensiunan dpr hapus,1
UgwiPRNzJjJ9DkXTBhx4AaABAg,dPkXZ3Daxh0,@cahganteng2823,119,2025-02-08T11:25:18Z,2025-02-08T11:25:18Z,"Tanpa bermaksud mengkerdilkan kritik masyarakat tentang kinerja ASN dan Pemerintah, tapi pemotongan anggaran pemerintah akan merembet kemana-mana yang (pasti) ujungnya adalah semakin berkurangnya kualitas pelayanan pemerintah kepada masyarakat. Masyarakat yang dimaksud ini bukan hanya masyarakat individu dengan kepentingan layanan pemerintah basic seperti urusan KTP, Akta lahir, SIM, dll, tapi juga lebih luas ke urusan layanan pemerintahan khusus seperti layanan hukum, informasi publik, pendidikanz infrastruktur termasuk kualitas jalan, bahkan pertanian dan investasi. 

Jika memang problemnya adalah kinerja ASN yang tidak jelas, maka yang harus diperbaiki adalah kualitas ASN dan budaya kerja yang berbasis prestasi, bukan ujug-ujug ""dihukum rata"" dengan memangkas anggaran. Dibalik pemangkasan anggaran itu, banyak sekali program-program produktif pemerintah di berbagai bidang kehidupan yang juga akan terdampak. Bahkan anak-anak yang kenyang dengan karbo dan protein dari makan siang pemerintah pun akan frustasi ketika Bapak dan Ibu nya stres karena bahan bakar semakin mahal atau gas yang langka..

Pada akhirnya, jika suatu kebijakan dilakukan secara tidak rasional, tidak berbasis pada kajian yang seharusnya, yang akan rugi ya pemerintah sendiri...","Tanpa bermaksud mengkerdilkan kritik masyarakat tentang kinerja ASN dan Pemerintah, tapi pemotongan anggaran pemerintah akan merembet kemana-mana yang (pasti) ujungnya adalah semakin berkurangnya kualitas pelayanan pemerintah kepada masyarakat. Masyarakat yang dimaksud ini bukan hanya masyarakat individu dengan kepentingan layanan pemerintah basic seperti urusan KTP, Akta lahir, SIM, dll, tapi juga lebih luas ke urusan layanan pemerintahan khusus seperti layanan hukum, informasi publik, pendidikanz infrastruktur termasuk kualitas jalan, bahkan pertanian dan investasi. 

Jika memang problemnya adalah kinerja ASN yang tidak jelas, maka yang harus diperbaiki adalah kualitas ASN dan budaya kerja yang berbasis prestasi, bukan ujug-ujug ""dihukum rata"" dengan memangkas anggaran. Dibalik pemangkasan anggaran itu, banyak sekali program-program produktif pemerintah di berbagai bidang kehidupan yang juga akan terdampak. Bahkan anak-anak yang kenyang dengan karbo dan protein dari makan siang pemerintah pun akan frustasi ketika Bapak dan Ibu nya stres karena bahan bakar semakin mahal atau gas yang langka..

Pada akhirnya, jika suatu kebijakan dilakukan secara tidak rasional, tidak berbasis pada kajian yang seharusnya, yang akan rugi ya pemerintah sendiri...","tanpa bermaksud mengkerdilkan kritik masyarakat tentang kinerja asn dan pemerintah, tapi pemotongan anggaran pemerintah akan merembet kemana-mana yang (pasti) ujungnya adalah semakin berkurangnya kualitas pelayanan pemerintah kepada masyarakat. masyarakat yang dimaksud ini bukan hanya masyarakat individu dengan kepentingan layanan pemerintah basic seperti urusan ktp, akta lahir, sim, dll, tapi juga lebih luas ke urusan layanan pemerintahan khusus seperti layanan hukum, informasi publik, pendidikanz infrastruktur termasuk kualitas jalan, bahkan pertanian dan investasi. 

jika memang problemnya adalah kinerja asn yang tidak jelas, maka yang harus diperbaiki adalah kualitas asn dan budaya kerja yang berbasis prestasi, bukan ujug-ujug ""dihukum rata"" dengan memangkas anggaran. dibalik pemangkasan anggaran itu, banyak sekali program-program produktif pemerintah di berbagai bidang kehidupan yang juga akan terdampak. bahkan anak-anak yang kenyang dengan karbo dan protein dari makan siang pemerintah pun akan frustasi ketika bapak dan ibu nya stres karena bahan bakar semakin mahal atau gas yang langka..

pada akhirnya, jika suatu kebijakan dilakukan secara tidak rasional, tidak berbasis pada kajian yang seharusnya, yang akan rugi ya pemerintah sendiri...",2
